State,Year,EVs_per_1000_forecast_panel_baseline,Outlets_per_100k_proj
Rhode Island,2024,18.105009016487287,390.2800707546137
Rhode Island,2025,80.8147508417755,2057.193234306733
Rhode Island,2026,409.56119202572256,10843.607758640253
Rhode Island,2027,2140.6054675308897,57157.40615045745
Rhode Island,2028,11263.258573255822,301280.63930062484
South Carolina,2024,8.5423233299163,134.4223739277079
South Carolina,2025,30.41758219732238,708.5496260386783
South Carolina,2026,143.9226406866711,3734.8140632417962
South Carolina,2027,740.4147076560414,19686.463127463794
South Carolina,2028,3882.7646868216702,103768.70813552481
South Dakota,2024,7.418168209596576,133.16796041963335
South Dakota,2025,29.09322466897324,701.93752571584
South Dakota,2026,141.54300242494065,3699.9612253236323
South Dakota,2027,732.4726116935917,19502.75140930456
South Dakota,2028,3845.502491767531,102800.35096850549
Tennessee,2024,9.922381900200326,164.06869128186514
Tennessee,2025,36.52914603704255,864.8174143609484
Tennessee,2026,174.974295906283,4558.512378800356
Tennessee,2027,902.9273087305179,24028.233893776716
Tennessee,2028,4738.217021829497,126654.48200581182
Texas,2024,11.081794669719619,148.1592914597529
Texas,2025,35.14944380645425,780.9578680288785
Texas,2026,160.2107429726639,4116.4829125947035
Texas,2027,817.6165534711162,21698.266018439757
Texas,2028,4281.047085948195,114373.0602564832
Utah,2024,19.938539304292373,334.4915331139322
Utah,2025,73.7445189297873,1763.1279955555692
Utah,2026,355.5586140119336,9293.569555475004
Utah,2027,1839.2192486253502,48987.0476222778
Utah,2028,9657.8960807561,258214.11465453438
Vermont,2024,34.464510209617224,794.6727360218048
Vermont,2025,161.71468057365377,4188.774929939851
Vermont,2026,830.6581824797968,22079.322239653593
Vermont,2027,4354.904684005789,116381.63394218512
Vermont,2028,22929.650693119653,613455.6383586382
Virginia,2024,16.511715664127316,275.48137790465097
Virginia,2025,60.899768031152625,1452.0813878791807
Virginia,2026,293.07131744127497,7654.021382726388
Virginia,2027,1515.0626618631848,40344.87585630236
Virginia,2028,7954.462575326293,212660.6298140042
Washington,2024,26.38197604449024,390.23240937818974
Washington,2025,89.08411118962981,2056.9420078966127
Washington,2026,417.79045703663814,10842.283526864392
Washington,2027,2148.623387248878,57150.42603321835
Washington,2028,11270.162477323787,301243.8466200988
West Virginia,2024,7.145125840726474,132.78189621903303
West Virginia,2025,28.75856706548025,699.9025546245738
West Virginia,2026,140.88356666008434,3689.2347520172484
West Virginia,2027,730.1012477871949,19446.21142694984
West Virginia,2028,3834.107436275789,102502.32481271676
Wisconsin,2024,8.399922810154418,124.25719067060405
Wisconsin,2025,28.652834538413167,654.9682423375612
Wisconsin,2026,133.60638909906348,3452.3828854939684
Wisconsin,2027,685.0228876663599,18197.748864148452
Wisconsin,2028,3589.7764295607153,95921.59233382191
Wyoming,2024,10.469135013186385,227.03543724018337
Wyoming,2025,47.12529202206611,1196.7194854077873
Wyoming,2026,238.54148646776466,6307.991140782152
Wyoming,2027,1245.7085373189764,33249.85739546746
Wyoming,2028,6552.754747853124,175262.29700472282
